,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Reviewer_ID,Asin,Reviewer_Name,Overall,Review_time,Review_Text,Summary,Category,Brand,Title,Rank,bookType,AvgRating
970,234913,234913,400079,A31TKN1PQBVAU2,0156031566,George,5.0,2014,I had a chance to meet Rory and find the journey a remarkable achievement. At the end though it is the innocent I grieve for most.,Babur,Travel,Visit Amazon's Rory Stewart Page,The Places In Between,55985.0,hardcover,4.17
469,11754,11754,435450,A2D9OUF1RKB95D,0295988479,Eric Jain,4.0,2009,"Enjoyable, coffee table kind of book. Gives a good idea of regional weather features. Lots of space is devoted to unusual weather events, which is a must read if you plan to buy a house in the region.Enough background is provided, so no special knowledge is required. The downside of this is that quite a bit of space is taken up by explanations of general principals and phenomena.There is a short chapter on ""reading the sky"" towards the end, and the appendix contains some useful resources, but I expected more practical information on how to interpret the current weather situation.In addition to reading this book, I recommend following the author's blog, which appears to be updated whenever there is an interesting weather situation.",The Weather of the Pacific Northwest,Travel,Clifford Mass,The Weather of the Pacific Northwest (Samuel and Althea Stroum Books),69171.0,hardcover,4.6
569,32221,32221,435451,A1VTPZDEQZ0SRU,0295988479,ginnyw,5.0,2010,"This is a thorough and well-organized view of Northwest weather in all its glory. The book is organized by phenomena and district. There are many historical discussions and photos of famous weather events. This being principally a textbook, the explanations are clear and easy to grasp, and the diagrams and graphics well-designed.There is one chapter on global warming which I found a tad bit polemic, but that's most likely my own viewpoint coming through. I bought this book to better understand the changes and conditions through which I fly as a pilot, and it serves well in that regard.",Solid weather book,Travel,Clifford Mass,The Weather of the Pacific Northwest (Samuel and Althea Stroum Books),69171.0,hardcover,4.6
670,57877,57877,435448,A1XEJGFQ9OB15Y,0295988479,Deep Forest,5.0,2011,"I bought this for my husband for Christmas!  It is a beautiful book, and very well written.  It gives a lot of detailed information about the weather in the PNW, esp. Washington State!  It covers, in detail, most of the aspects of PNW weather.  It is not overwhelmingly technical, yet is technical enough to explain the weather patterns unique to the PNW.  It is a very high quality book with lots of beautiful photographs that help illustrate the information. We are new to the area, and my husband's occupation requires him to have a thorough understanding of local weather patterns.  I highly recommend this book to anyone needing or wanting to know more about PNW weather!",Very nice and informative book!!!,Travel,Clifford Mass,The Weather of the Pacific Northwest (Samuel and Althea Stroum Books),69171.0,hardcover,4.6
771,94677,94677,435449,A27MAQ7DVVH76W,0295988479,"Eliza Jane ""Lizzy""",5.0,2012,Cliff Mass writes a weather blog that a friend and I really enjoy.  My friend hadn't read his book so I will give it to him for Christmas.  It is an excellent explanation of the weather patterns in our region.,Gift book,Travel,Clifford Mass,The Weather of the Pacific Northwest (Samuel and Althea Stroum Books),69171.0,hardcover,4.6
871,166813,166813,435454,A18MIX89TOJ6X4,0295988479,"Moz ""Moz""",4.0,2013,I've always been curious about the various weather patterns in this area. A book dedicated to this very subject is unique in itself.,Great little textbook,Travel,Clifford Mass,The Weather of the Pacific Northwest (Samuel and Althea Stroum Books),69171.0,hardcover,4.6
470,11576,11576,25389,A18OUQEK7IZ2F2,0060011602,"Jason Kirkfield ""The Pride and Sorrow of chil...",5.0,2009,"Although I did a lot of traveling through questionable places overseas, it was before I had this book. D'oh!So for me personally, I have read and enjoyed it for entertainment value--and, so as not to minimize the book's value, to educate myself--rather than as an in-country guide. Some people have questioned the accuracy of the information. I cannot speak to that, but obviously situations in some of these, shall we say, less frequented destinations change on a daily basis, as political or military winds blow. So even having a good guide does not preclude information from becoming quickly outdated, and it's each suicidal traveler to his or her own.To be sure, this is real Soldier of Fortune stuff. Robert Young Pelton hits all of the world's hot spots, and there is an edge of sensationalism to the writing. After all, who else other than journalists, mercenaries, and diplomats want to (or for that matter, even need to) go to most of these places? At least the disclaimer includes the warning that, ""our advice is more likely to kill you than save your life."" (!)Still, I have never seen so much difficult-to-find information presented in one book before. It's essentially an adventure travel guide combined with the CIA World FactBook. I would not be surprised if intelligence operatives and field agents from our own government's agencies are issued with DP.I own the second edition (1997). Am I the only one who thinks the photo on the cover of RYP looks EXACTLY like Harvey Keitel with a moustache?? I suppose the world has gotten even dangerous (at least for Americans) since 9/11, so presumably newer editions reflect this.Travel safe...The life you save may be your own!",This book may be contraband,Travel,Visit Amazon's Robert Young Pelton Page,Robert Young Pelton's The World's Most Dangerous Places: 5th Edition,117713.0,hardcover,3.75
571,31856,31856,25392,A24KPRUN1JADDQ,0060011602,Miguel,4.0,2010,"Robert Young Pelton is the dark brother of Rick Steves, and the book he has written is not really a traveler's guide, since you would have to be crazy to follow in his footsteps. Who on earth would really want to visit god forsaken countries like Sudan or North Korea? Rather, it is a showcase for Pelton's snappy, amusing prose about countries of the world whose citizens have become largely unhinged, either through religious extremism, poverty, military dictatorships, or harsh and morally reprehensible governments. It's a pretty amazing survey of all that can go wrong when the perennial bad boys of the world go on a crusade or a rampage. The murder and mayhem that Pelton documents inundates a large percentage of human beings on this planet, mostly ordinary innocent people trying to cope with the lousy hand that life has dealt them. It is important for the affluent and complacent West understand the daily misery they endure. That might be the one reason you might want to visit say, Bosnia or Chechnya, to be humbled a bit. It's all here: the kidnappings, the massacres, the human slave trade, the insane greed and utter disregard for human life that plagues so much of the world, and much more. There is scant mention of Somalia, possibly because it is a place so awful that even Pelton fears to tread there. All in all, a depressing read that Pelton tries to liven up with a smart aleck sense of humor that is sometimes cynical and cruel. I would recommend this book especially to modern day missionaries and other professional do-gooders to show them what a gargantuan task it will be to bring even a sliver of moral comprehension to these places...including the United States of America.(This book needs a serious update. Five years is an eternity in today's fast paced world.)",A World Gone Mad,Travel,Visit Amazon's Robert Young Pelton Page,Robert Young Pelton's The World's Most Dangerous Places: 5th Edition,117713.0,hardcover,3.75
873,166312,166312,25388,A14FQVBMKUBXY1,0060011602,Island Lawyer,5.0,2013,This is really the starting place to be mesmerized by the Robert Young Pelton collection.  Pelton is really an icon of our time.  This guy goes into the hellholes of the world and meets with the warlords that live there.  Pelton will take you out of your boring life in this book.  He goes through some of the more fascinating places of the world that you wish you had the guts to visit.  This book and the entire Pelton collection are excellent.  Pick this up and for a moment you will imagine you are with Pelton and your life is not nearly as boring as it really is!,Have No Fear!,Travel,Visit Amazon's Robert Young Pelton Page,Robert Young Pelton's The World's Most Dangerous Places: 5th Edition,117713.0,hardcover,3.75
972,234480,234480,25386,A3G9YIWG624VLW,0060011602,Feelin so good,1.0,2014,"Do to the overwhelming hubris and condescension that I just heard from Pelton in an recent interview, I will not be buying nor recommending ANY of his books. This man is wetiko!! People like Pelton are parried from my personal life. Why not also parry people like Pelton from my reading list.It is not my habit to give negative reviews. I rather give positive ones, ... when I review. But this man has insulted my intellect. He has insulted the intellect of my loved ones. This man is heartily dismissed as any valid source of real information.",People like Pelton are parried from my personal life,Travel,Visit Amazon's Robert Young Pelton Page,Robert Young Pelton's The World's Most Dangerous Places: 5th Edition,117713.0,hardcover,3.75
471,11745,11745,405225,APSX2H5XK11W8,0195139186,J,4.0,2009,"I bought this when I left to live in Turkey for a year.  I've been in western Turkey for the most part, and it's been nice to have.  There are decently-long historical explanations before the bits about Biblical history, so it's useful for folks who want the history before the Bible.  There is also sporadic advice about how to travel around various sites--""take the first unmarked gravel road after the fence surrounding the ruins"" kind of a thing--so it gives you the sense that you're an explorer in your own right...The Kindle edition is frustrating at times, since maps are small, but they are still useful.  You don't find guidebooks like this in Turkey once you are actually here, so having it on Kindle is invaluable.The book is divided into sections:1: Greece (Amphipolis, Apollonia, Athens, Beroea, Cenchreae, Corinth, Cos, Crete, Mitylene, Neapolis, Patmos, Philippi, Rhodes, Samos, Samothrace, Thessalonia)2: Turkey (Antioch on the Orontes, Antioch of Psidia, Assos,  Attalia, Colossae, Derbe, Ephesus, Hierapolis, The Hittites, Hattusa and Yaziliyaka, Iconium, Laodicea, Lystra, Miletus, Myra, Patara, Perga, Pergamum, Philadelphia, Sardis, Seleucia Pieria, Smyra, Tarsus, Thyatira, Troas)3: Cyprus (Northern Cyprus, Southern Cyprus)It has substantial maps, indexes and glossaries.  A steal for only $8...",A Bargain,Travel,Visit Amazon's Clyde E. Fant Page,A Guide to Biblical Sites in Greece and Turkey,120349.0,hardcover,4.5
572,32198,32198,405228,A9NP80GSWA8AH,0195139186,"Tom ""Dr. Banjo""",5.0,2010,"This is a very good book.  I used it as a resource companion on a recent tour of selected biblical sites in both Greece and Turkey, and it was very helpful in helping me to understand the places that I visited.  The diagrams, photographs, and text all helped me to interpret the things that I saw at the sites.",Greece and Turkey biblical sites guidebook,Travel,Visit Amazon's Clyde E. Fant Page,A Guide to Biblical Sites in Greece and Turkey,120349.0,hardcover,4.5
672,57860,57860,405224,AKVBPCOYLFOVW,0195139186,Jerome Farnsworth,4.0,2011,"I like this book because of its biblical orientation; my purchase was made for this reason. Each site covered in Greece and Turkey is described first as to its history and location, next as to biblical significance, and finally by an actual site visit section. This book has few if any color pictures. The authors mention that their book does not cover sites without significant biblical importance which means that Athens in Greece and Istanbul in Turkey get little or no coverage which means there are better books for visitors to Greece and Turkey not particularly interested in the book's biblical orientation.",Worthwhile Book,Travel,Visit Amazon's Clyde E. Fant Page,A Guide to Biblical Sites in Greece and Turkey,120349.0,hardcover,4.5
773,94630,94630,405222,A2E4QB1OW9X7F3,0195139186,chiapetsrcool,5.0,2012,I've toured Turkey twice now and this book is invaluable to helping that sites come alive. Each entry is detailed and accurate. The index is easy to navigate and the entries are easy to follow. I especially liked the labeled diagrams of each of the sites that helped me when we visited the larger sites. Ephesus is especially helpful as there is so much land and so much to see.,Help Make the Ruins Come Alive,Travel,Visit Amazon's Clyde E. Fant Page,A Guide to Biblical Sites in Greece and Turkey,120349.0,hardcover,4.5
874,166786,166786,405221,A17IMJKZ7IE01I,0195139186,Becky Matheny,5.0,2013,Wonderful.  I am taking a group to Greece and Turkey and this details every stop we will make.  A great understanding of the places throughout their history.,Great resource,Travel,Visit Amazon's Clyde E. Fant Page,A Guide to Biblical Sites in Greece and Turkey,120349.0,hardcover,4.5
973,234918,234918,405227,AETXI5493Z19A,0195139186,Sue,4.0,2014,"Since Greece and Turkey have many sites relating to our biblical history it is good to get some information before going on any tour. Of cource there are many books on the subject and each one has a little different offering of information. Some book we keep, some we read and share. Some are used to enhance Bible study. I plan on using it for all of the above.",Biblical sites,Travel,Visit Amazon's Clyde E. Fant Page,A Guide to Biblical Sites in Greece and Turkey,120349.0,hardcover,4.5
472,11584,11584,45852,A1LKHK7CTD9LA1,0060577207,bookloverintexas,3.0,2009,"Bruce Feiler gives a delightfully humorous and fascinating narration of his experience as an English teacher in a junior high in Japan with an often surprising inside look at the culture.  I loved the first part of the book, with many laugh out loud parts, and gained quite of bit of insight into the hearts and minds of the Japanese living outside the large metro areas in the 80's, but felt well enough saturated by the subject matter and anecdotes two-thirds of the way through, and more was too much.","4 stars for content, 2 stars for length.",Travel,Visit Amazon's Bruce Feiler Page,Learning to Bow: Inside the Heart of Japan,187898.0,hardcover,3.0
574,31869,31869,45851,A19G0LN767XREM,0060577207,"Avery Morrow ""Hello!""",1.0,2010,"There were books written about Japan in 1891 that were better than this book was in 1991. There is no reason to read this book. I'll just give a brief example here.Chapter 9 is supposed to be about homeroom activities, but it opens by confounding the reader with pages of nonsense on the meaning of classrooms in Japan: ""In every school across the country, students are assigned to a homeroom class, or kumi. The word kumi, which is rooted in the Japanese character for thread, was first used several hundred years ago to describe bands of samurai warriors attached to a feudal lord... The importance of the kumi as an educational tool, however, goes beyond this good-natured team spirit. The classroom that the students inhabited had been, in effect, leased to them by the school, in an arrangement not unlike the way a feudal lord lent land to a group of serfs."" Later, talking about kumi, he writes: ""No one [had warned] me that the country still suffers from the legacy of a four-hundred-year-old feudal class system that was officially outlawed over a century ago.""This is pure fantasy. The word kumi is the Japanese word for ""form"", as in ""fifth form, third year"". All British schools use this system. Japan adopted it from the British and translated the vocabulary. The second sentence I quoted is not even justifiable by strained etymology but is purely an invention of the author's wild imagination, and the third is his bizarre and wrong conclusion. The entire book smacks of this sort of Orientalism. He even drops the wabi-sabi bomb. Don't read it.",Shameful,Travel,Visit Amazon's Bruce Feiler Page,Learning to Bow: Inside the Heart of Japan,187898.0,hardcover,3.0
675,57577,57577,45865,A3G7243ELNJHWW,0060577207,RYCJ,5.0,2011,"Bruce Feiler's cultural `adventure', teaching young students in Japan, starts out with a really good laugh as he gets his first lesson on customs; learning to bathe! Truly comedic, though the humor early on bothered me. And sure enough, I eventually learned why.As it happens to be, Learning to Bow is a deeply rooted custom that demands the `utmost' respect, where humor interferes. I wasn't able to grasp the full understanding of what I was feeling until the near end of the book when the graduating children began practicing the bow to perfection. As Feiler too observes, learning to bow is ""far more than a mere social greeting: it is the prime ingredient in the syntax of Japanese life.""Awareness increased, I truly enjoyed this book. Feiler does a fine job presenting a clear picture of his experiences; from the bath to the cast, to the detailed discipline students receive, to the iron watch of their mothers, and how the students received his visit. I did observe however, how similar the fundamental `undercarriage' of Japanese values as it pertains to stressing a higher education, are to customs in America. True, the methods employed to teach children differ, but hovering pressures on stressing education and continuing on to college and beyond are similar. My favorite treats where I enjoyed the deepest laugh was coming by the question on naming the real estate company... `Up River, was it!?!' Too funny. And without a shred of doubt it took a lot to get up off the floor after reading Sato and Ishikawa's expose on `the way of love'. Absolutely a keepsake. The `Team Teaching' plan I thought, too, was a nice touch-up. Just an overall very interesting read Learning to Bow is. The title speaks volumes!",Inside the Heart of Learning,Travel,Visit Amazon's Bruce Feiler Page,Learning to Bow: Inside the Heart of Japan,187898.0,hardcover,3.0
473,11728,11728,398845,ATLOWYOXIYLT5,0156003635,Music Lover from Wisconsin,1.0,2009,"This book begins in Provence with the idea of travelling from Roman times through French history to the absolutism of Louis 14. It's an interesting idea, but the organization and continual asides (with long paragraphs sustained in between other paragraphs with parentheses) make it unbearable to read. The author attempts to cover too much - the history of 2000 years - in a medium sized book, and do a travelogue at the same time, with many little ""touches"" that include restaurants,references to other trips, her husband, etc.  The sentences are so long and boring that any English major in college could use this book as an example of how NOT to write. How did it get published? Connections, of course. Caro's husband has written biographies of Robert Moses and Lyndon Johnson. She helped him with the research. Harcourt Brace, you need to publish good authors, not crappy ones.",Annoying and Self-Indulgent,Travel,Visit Amazon's Ina Caro Page,The Road from the Past: Traveling through History in France,212684.0,hardcover,2.0
575,32180,32180,398848,A3ISQVX6BZ4B0R,0156003635,Y. Zohar,3.0,2010,"The concept of the book is unique but alas, for most of us impractical: touring France from south to north following the historical development of the French nation-state. The book begins in Provence with the Romans and ends in the Ile-de-France with Louis XIV. So, for example, the tour of Provence does not include Avignon because it's historical importance is medieval not Roman. Not to mention the part it played in the development of impressionism.I found the parts about the Albigensian Crusade and the Hundred Years War of great interest. However, the author apparently has a fetish for the decadent aristocracy because about a third of the book is dedicated to the various Henry's and Louis, kings and aristocrats,their assorted concubines and [...] and the chateaus they built. I suppose that some will find it interesting. I thought it was quite boring.",Interesting in Part  but....,Travel,Visit Amazon's Ina Caro Page,The Road from the Past: Traveling through History in France,212684.0,hardcover,2.0
474,11618,11618,343391,A3DXKR0XPYYSRK,0143037110,Marianne,5.0,2009,"One of the most beautiful travel books I have ever read (and I have an affinity for travel writing, so have read A LOT of these).  Almost as much a lament for the British colonial legacy (risky, I know, but there it is)  as it is a lament for the country. Almost every page contains description that stops the heart.",Lovely Book,Travel,Visit Amazon's Emma Larkin Page,Finding George Orwell in Burma,234084.0,hardcover,5.0
576,31937,31937,343381,AQZH7YTWQPOBE,0143037110,Enjolras,5.0,2010,"I'm married to a Burmese woman and go to Burma frequently to visit. I'd say Emma Larkin has captured the soul and struggles of that country perfectly in herFinding George Orwell in Burma. She juxtaposes the daily life of average Burmese with the Orwellian government. She uses some of Orwell's most famous works, includingBurmese Days: A Novel,Animal Farm and 1984, and1984 (Signet Classics)as metaphors for life and politics under Burma's colonial, socialist, and present military governments. The analogy fits like a glove. If you've been to Burma, read this book to understand what you might not have seen on the tourist routes. If you haven't been to Burma,Finding George Orwell in Burmais the next best thing.",A brilliant juxtaposition of Orwell and Burmese life,Travel,Visit Amazon's Emma Larkin Page,Finding George Orwell in Burma,234084.0,hardcover,5.0
475,11590,11590,76280,A1OCNCN9YQH53K,0060953616,Charles S. Fisher,2.0,2009,"This is book number six, just having read Scott Fischer's bio.  They are two of a kind, sliding over the more complex issues.  Lene is obviously a super athlete whose ascent of Everest was quite a physical feat.  But she does not address the meaning of Scott's invitation to climb Everest, ""Let's make it happen and have fun,"" in the context of his and eight other's deaths making it happen and having fun.  She adds little to the controversies that swirl around the events pointing fingers at one or another of leaders or clients for their mistakes or even negligence because leaders wanted to get clients successfully up and down and clients wanted to claim victory.  She only mentions Scotts unnecessary trip down which may have contributed to his exhaustion.  She says nothing about the assistance rendered to the New York socialite and its possible ramifications or about the ropes not being set above camp III.  She does nothing to clarify the lack of designation of an absolute turn back time by Scott.  What she does do is exonerate Anatoli Boukreev whom some have accused of failing in his duties by neither using oxygen nor properly attending to the clients.  For her, he is the paradigm of a great climber.  Her books starts out impressionistically with little homilies about the meaning of life and accomplishing things.  This part can easily be skipped.  The book gets better when she goes into her inner narrative while climbing.  I assume she kept a journal.  Her struggles acclimatizing, her fear, and reliance on her past training  are all interesting pictures of what it takes in this extreme sport.  She does touch upon Beck Weathers', who came back from the dead twice on the mountain, observation that climbing is a way of avoiding other life issues.  She wonders how men and women with families can so risk their lives. She gets off on the sociability and fraternity like atmosphere of the camps.  But when it comes to the final ascent she is mostly concerned with taking care of herself.  In the end she is saved from freezing to death by someone else.  I wonder in reading all of these books how much hypoxia on the upper reaches of the mountain clouds everyone's minds making their rendition of the events questionable.  I wouldn't recommend this book unless you, like me, are hooked on the madness of mountain climbers.  Within a short time after Everest two other members of the team, Anatoli, and Scott's sherpa die on mountains.Charlie Fisher, author of Dismantling Discontent: Buddha's Way Through Darwin's World",Little else than her own nose,Travel,Visit Amazon's Lene Gammelgaard Page,Climbing High: A Woman's Account of Surviving the Everest Tragedy,299580.0,hardcover,2.0
476,11578,11578,34832,A2EXPM9E9ENJCX,0060505826,R. Caverly,5.0,2009,"While fascinating in its very intimate portrayal of the holy land's most religious residents, one of the truly great things about this book is the author's humility. Rabbi Halevi's journey into the holy land is done out of love for humanity and love for God: unlike Islam and Christianity (the former of which is my interest), Judaism is not an evangelical religion, meaning that Halevi was free to observe, free to live among and free to enjoy the beauty of these two other religions. His challenges, his desperate hope for the region, and his humility amongst people who believe very differently makes this book what it is, namely a personal journey during an incredibly important period of time.If you've ever wondered why we can't just get along, this is the book for you. I had the opportunity to meet Mr. Halevi in person, and he is as kind in person as he appears through his writing. He signed my book ""With hope, despite everything"".","If you've ever wondered why we all can't just get along, this is the book for you.",Travel,Visit Amazon's Yossi Klein Halevi Page,At the Entrance to the Garden of Eden: A Jew's Search for Hope with Christians and Muslims in the Holy Land,328816.0,hardcover,5.0
570,32199,32199,410147,A2DC7N8B6J36X4,0195383869,"M. Graff ""litigatorNYC""",3.0,2010,"The delicious 3rd Edition had wonderful step by step Walking Tour Guide Maps of selectd areas decribed in the Guide.  The highlighted places of interest along the way.  This Fifth Edition makes narrative text references to these Walking Tour Guides, specifically naming each Tour,such as West Village ""Walking Tour A, B, C, or D"" but the actual maps are omitted from the this Edition.To add insult to injury, the tours are different than the ones in the Third Edition. (I do not have the Fourth, so I do not know what the OUP did there.)I think that the least that OUP should do would be to send the omitted Walking Tour maps to those that have bought and will be this Fifth Ed.The problem overall is that notwithstanding the above, this is the only book of its kind and is indispensible to anyone with a serious interst in New York City.",Gone are the Walking Tour Maps,Travel,Norval White,AIA Guide to New York City,80576.0,hardcover,3.75
671,57863,57863,410150,A20UBSLOLMRS6W,0195383869,Susan F. Witzell,5.0,2011,"I have owned the original edition of this book since I lived in New York City in the late 1960s and early 1970s. I used it a lot at that time, exploring the lower sections of the city on my bike (and over the Brooklyn Bridge also). It was at the time when innumerable historical houses and buildings were being demolished for the World Trade Center and many of us became preservationists. Since I moved away from New York I have continued to use it as a reference. So I was delighted to find this new edition with many more photos, much more detail on everything than in the original. In fact I had been searching for a building I'd seen part of in a Bernd and Hilla Becher book (Water Towers)and I was able to use this new book to find it and confirm my suspicion that it had been designed by Stanford White (the New York Life Insurance Company building at Broadway and Leonard Street). I highly recommend this new edition.",Wonderful new edition,Travel,Norval White,AIA Guide to New York City,80576.0,hardcover,3.75
772,94631,94631,410144,A3GS92A257H8AR,0195383869,a reader,2.0,2012,"look at this before you buy -- its a great disappointment, especially given the accclaim quoted in the ""book description"" from New York, the Times, etc.  above.  The pictures are way to small to be of any use and the text is too brief and not at all enlightened.  A big loser.","small pictures, poor text",Travel,Norval White,AIA Guide to New York City,80576.0,hardcover,3.75
872,166788,166788,410145,A2S5HJP4S3IR1U,0195383869,dave strasburg,5.0,2013,"l love this book! Yes, it is too heavy - cheaper, more lightweight paper could & should have been used, & it is kind of hard to lug around. But the information contained within is priceless, & makes tourists & locals alike see New York in a totally different light. Why aren't there similar books about other cities? l feel that it is quite indispensable. However, one small gripe: On page 281, the Republican founders of the Union League Club, reacting to the original Union Club's failure to expel Confederate sympathizers, are said to have been &#34;on the right side politically&#34;, a statement l consider offensive - Southerners are humans too, & they too have feelings. Such statements, which have nothing to with architecture, should be avoided.",Review.,Travel,Norval White,AIA Guide to New York City,80576.0,hardcover,3.75
573,31891,31891,115961,AP6ZL52YA27W5,0061562335,Chambolle,4.0,2010,"Let's get a few things straight right up front.  First, this book is not about Christmas in Paris.  Instead, it recounts a Christmas holiday the author spent at a house that has been in his French wife's family for eons, located in the countryside quite some distance from Paris.  Second, the book does not include a lot of useful or concrete information.  You will find no recipes, nor even a description of the preparation of this grand Christmas dinner nearly detailed enough to allow a reader to attempt to replicate the meal.  When the author does include some concrete information -- about wine for example -- he is just plain wrong.  He announces that the 1998 and 2001 vintages in Bordeaux are ""widely considered to be the best.""  Pas du tout.  '98 was a very spotty vintage in the Medoc, although reputedly quite good for the merlot-based wines of St. Emilion and Pomerol; while '01, following the heavily hyped and overpriced 2000 vintage, was largely underrated in the press for quite some time and is just now garnering some respect.  When author and wife locate a case of 1998 Ch. les Eyquem de Margaux offered at 10 euros at the hypermarche in a nearby town, he observes ""this was one of the most respected Bordeaux of the Medoc"" and that ""one could easily pay 50 euros"" for the wine in ""a branch of Nicolas,"" the French wine retailer.  Wrong again.  Les Eyquem is a small, undistinguished estate that barely rates a mention in Cocks & Feret; and the wine should typically sell for 10 euros to 15 euros a bottle at retail -- anything more would be an astounding rip off.  The author also tells us, at one point, that the oysters he bought days before his Christmas dinner will be just reaching their peak of perfection when Christmas dinner rolls around.  Vraiment?So why the four stars?  Because, like a Hostess cupcake, the book somehow manages to take a hodgepodge of undistinguished ingredients and combine them into an irresistible, albeit guilty pleasure.  As the author rambles on amiably about his first wife, his childhood in Australia, how he met his French second wife ""Marie-Do"" and pulled up stakes to join her in Paris, how he learned to love and be loved by her idiosyncratic family, the book becomes as warm and comfortable as an old shawl -- and as pleasantly nostalgic as the cheap factory made, cellophane wrapped chocolate cupcake with the white sugary squiggle on top.It's skillfully done and the perfect book to take along to read by the fire when you're spending a winter holiday with your own friends and relations far from home.",A Hostess cupcake of a book,Travel,Visit Amazon's John Baxter Page,Immoveable Feast: A Paris Christmas (P.S.),157786.0,hardcover,4.0
674,57591,57591,115958,ABG7PJVVJ3PJW,0061562335,Amazon Customer,2.0,2011,"A rather disappointing book (I read The Most Beautiful Walk in the World first.  The overall story is his preparations for and making of Christmas dinner for the French family he married into.  However most of it is him telling us how little he used to know about food.  Now he knows about as much as most people likely to be reading this book.  It is poorly seasoned with food related anecdotes that seem more like name dropping than contributions to the story or offering of interesting asides. One idiosyncratic feature, Mr Baxter seems never to have heard a story describing a woman or group of women who believe in the medicinal power of swallowing semen that he cannot find a way to fit into the story.",Not a very good effort,Travel,Visit Amazon's John Baxter Page,Immoveable Feast: A Paris Christmas (P.S.),157786.0,hardcover,4.0
776,94362,94362,115964,A176KNBU4QSSWZ,0061562335,"Lissa ""Meli""",5.0,2012,"It was listed as a recommendation based on other books I had purchased.  I tried a sample and was hooked on John's adventure in cooking the perfect family dinner.  I don't personally eat pork, but was enthralled about Pascal the pig.  I would recommend this book to anyone.","I don't usually read this type of book, but..........",Travel,Visit Amazon's John Baxter Page,Immoveable Feast: A Paris Christmas (P.S.),157786.0,hardcover,4.0
976,234529,234529,115960,A36ULBFEJ6RGYM,0061562335,C. Gottlieb,5.0,2014,"I loved reading every word on every page of this book! I was virtual tasting everything the author was describing, longing to be back in France! I found this book very interesting from a story about how the French dine on the holidays getting out of the cities to meet families in the country. How they take such care in the preparation of every aspect of the meal from start to finish. How everything has to meld but yet have distinct flavors to make the meal a perfect gathering of family. Even though the author is not French, he has now assume the role of planning and preparing holiday meals for his wife's French family. I am so missing France. I am missing all the delicious cheeses that I cannot get here like Epoisses de Bourgogne. The oysters with such a variety, so fresh, hand picked and bought moments later and the meats..... here where I live, the butcher is extinct, we have a mega grocery store with meats already wrapped. There is no one to ask for a special cut or how the lamb was raised. I have been busy researching the apples and pears he describes. I have to taste them! There are recipe ideas that I will try.... As we are racing around in our hectic lives, dinner with the family rarely, this book brings it all back to nostalgia. Family should be all together for the holiday dinner. There is a certain savoir faire about the French and their foods. I miss France!",I Miss France,Travel,Visit Amazon's John Baxter Page,Immoveable Feast: A Paris Christmas (P.S.),157786.0,hardcover,4.0
669,57742,57742,254347,A2CJNRLX273AX,007175489X,Apex,5.0,2011,"Well written, up to date, and covers every aspect of backpacking and hiking...including winter hiking and camping. Very comprehensive, think of it as outdoor exploration exegesis. Get this book...it's money well spent.",480 pages of outdoor exploration exegesis,Travel,Visit Amazon's Chris Townsend Page,"The Backpacker's Handbook, 4th Edition",66341.0,hardcover,4.5
770,94501,94501,254358,A3ROSRLMWFX9PM,007175489X,Vic,5.0,2012,"I purchased this book after getting interested in hunting. A hunter is also a hiker, and I found plenty of good advice in this book applicable for hunters.I was particularly interested in the chapters dedicated to fabrics and clothes. No more cotton socks or underwear for me -- unfortunately, I learned that the hard way after hiking 15 miles!Unfortunately, I cannot verify his advice on tents or other camping gear, not having enough experience, but what he says definitely sounds very reasonable.One thing this book is missing is a section dedicated to hiking in the South (where I am from) and how to deal with the heat, the humidity, and the bugs. There's plenty information for high altitude hiking though if you are into that.",Excellent reference,Travel,Visit Amazon's Chris Townsend Page,"The Backpacker's Handbook, 4th Edition",66341.0,hardcover,4.5
870,166537,166537,254356,A1V2240505CIC3,007175489X,"Thomas DuPont ""psycho reader""",3.0,2013,I liked the book and I respect the author's willingness to share his experience. It was a little confusing at times. Especially when he stated that he never carried any kind of water treatment and then later extolled the virtues of a particular brand.,Good basic info,Travel,Visit Amazon's Chris Townsend Page,"The Backpacker's Handbook, 4th Edition",66341.0,hardcover,4.5
971,234790,234790,254348,A3ETLMRDPNS5ZI,007175489X,Bill,5.0,2014,Very informative.,Five Stars,Travel,Visit Amazon's Chris Townsend Page,"The Backpacker's Handbook, 4th Edition",66341.0,hardcover,4.5
673,57721,57721,163785,A3ISQVX6BZ4B0R,0061998540,Y. Zohar,4.0,2011,"I've been to Paris a number of times and I love the city. I also like reading Paris books. This is not a book for first timers nor is it a book that will provide you with much practical tour information, if that is what you are seeking. The walking described is not the ""begin at Point A and finish at Point B"" type.This book is primarily (but not exclusively)about the Latin Quarter, where the author lives, and concentrates on the more ""colorful"" side of the Quarter, particularly as pertains to the American expat literary figures who haunted the area.This is definitely an entertaining read. The author is a long time resident, married to a French woman and apparently fluent in French. He also works part time as a guide. So it is clear that M. Baxter is very much a part of the city he loves. I learned quite a few tidbits about places I've been to and not been to. If you are a lover of Paris, you will enjoy this book.",Latin Walking,Travel,Visit Amazon's John Baxter Page,The Most Beautiful Walk in the World: A Pedestrian in Paris,133287.0,hardcover,3.75
